Product,Description,Barcode,Colour,Size,Brand,Hierachy,UOM,SRP,Trade Price,Vat Code,Vat Rate,Web Friendly Description,Image Filename,Stock Flag,Pack Contents,Division Code,Discontinued Flag,Supersession Code,Unit Price,Country of Origin,Break Qty 1,Break Price 1,Break Qty 2,Break Price 2,Break Qty 3,Break Price 3,Break Qty 4,Break Price 4,Break Qty 5,Break Price 5
FDTY600ML3,FR MECH TY600 MTB T/S D/pl tpl 42T 66deg,4.55017E+12,black/silv,7/8s t/swg,Shimano Tourney / TY,FPTRAH,Each,17.99,9.15,NOR,20,"FD-TY600 Tourney front mech, triple, top swing, dual pull, 63-66, for 42T",fdty600ml3,Y,1,SHM,N,,7.5,ID,1,7.5,1,0,1,0,1,0,1,0
FDTY600ML6,FR MECH TY600 MTB T/S D/pl tpl 42T 69deg,4.55017E+12,black/silv,7/8s t/swg,Shimano Tourney / TY,FPTRAH,Each,17.99,9.15,NOR,20,"FD-TY600 Tourney front mech, triple, top swing, dual pull, 66-69, for 42T",fdty600ml6,Y,1,SHM,N,,7.5,ID,1,7.5,1,0,1,0,1,0,1,0
FDTY601ML3,FR MECH TY601 MTB T/S D/pl tpl 48T 66deg,4.55017E+12,black/silv,7/8s t/swg,Shimano Tourney / TY,FPTRAH,Each,17.99,9.15,NOR,20,"FD-TY601 Tourney front mech, triple, top swing, dual pull, 63-66, for 48T",fdty601ml3,Y,1,SHM,N,,7.5,ID,1,7.5,1,0,1,0,1,0,1,0
FDTY601ML6,FR MECH TY601 MTB T/S D/pl tpl 48T 69deg,4.55017E+12,black/silv,7/8s t/swg,Shimano Tourney / TY,FPTRAH,Each,17.99,9.15,NOR,20,"FD-TY601 Tourney front mech, triple, top swing, dual pull, 66-69, for 48T",fdty601ml6,Y,1,SHM,N,,7.5,ID,1,7.5,1,0,1,0,1,0,1,0
FDTY606ML3,FR MECH TY606 MTB T/S D/pl dbl 46T 68deg,4.55017E+12,black/silv,7/8s t/swg,Shimano Tourney / TY,FPTRAH,Each,18.99,9.65,NOR,20,"FD-TY606 Tourney front mech, double, top swing, dual pull, 63-68, for 46T",fdty606ml3,Y,1,SHM,N,,7.91,ID,1,7.91,1,0,1,0,1,0,1,0
FDTZ500DSDM6,FR MECH TZ500 MTB con D/pl 31.8 tpl 42T,4.52467E+12,black/silv,31.8mm dpc,Shimano Tourney / TY,FPTRAH,Each,14.99,6.85,NOR,20,"FD-TZ500 6-speed MTB front derailleur, down swing, down pull, 31.8mm, 66-69, 42T",fdtz500dsdm6,Y,1,SHM,N,,5.62,CN,1,5.62,1,0,1,0,1,0,1,0
FDTZ500DSDS6,FR MECH TZ500 MTB con D/pl 28.6 tpl 42T,4.52467E+12,black/silv,28.6mm dpc,Shimano Tourney / TY,FPTRAH,Each,14.99,6.85,NOR,20,"FD-TZ500 6-speed MTB front derailleur, down swing, down pull, 28.6mm, 66-69, 42T",fdtz500dsdm6,Y,1,SHM,N,,5.62,CN,1,5.62,1,0,1,0,1,0,1,0
FDTZ500DSTM6,FR MECH TZ500 MTB con T/pl 31.8 tpl 42T,4.52467E+12,black/silv,31.8mm tpc,Shimano Tourney / TY,FPTRAH,Each,14.99,6.85,NOR,20,"FD-TZ500 6-speed MTB front derailleur, down swing, top pull, 31.8mm, 66-69, 42T",fdtz500dstm6,Y,1,SHM,N,,5.62,CN,1,5.62,1,0,1,0,1,0,1,0
FDTZ500DSTS6,FR MECH TZ500 MTB con T/pl 28.6 tpl 42T,4.52467E+12,black/silv,28.6mm tpc,Shimano Tourney / TY,FPTRAH,Each,14.99,6.85,NOR,20,"FD-TZ500 6-speed MTB front derailleur, down swing, top pull, 28.6mm, 66-69, 42T",fdtz500dstm6,Y,1,SHM,N,,5.62,CN,1,5.62,1,0,1,0,1,0,1,0
FDTZ510DSDM6,FR MECH TZ500 MTB con D/pl 31.8 tpl 48T,4.52467E+12,black/silv,31.8mm dpc,Shimano Tourney / TY,FPTRAH,Each,14.99,6.85,NOR,20,"FD-TZ510 6-speed MTB front derailleur, down swing, down pull, 31.8mm, 66-69, 48T",fdtz500dsdm6,Y,1,SHM,N,,5.62,CN,1,5.62,1,0,1,0,1,0,1,0
FDTZ510DSDS6,FR MECH TZ500 MTB con D/pl 28.6 tpl 48T,4.52467E+12,black/silv,28.6mm dpc,Shimano Tourney / TY,FPTRAH,Each,14.99,6.85,NOR,20,"FD-TZ510 6-speed MTB front derailleur, down swing, down pull, 28.6mm, 66-69, 48T",fdtz500dsdm6,N,1,SHM,N,,5.62,CN,1,5.62,1,0,1,0,1,0,1,0
FDTZ510DSTM6,FR MECH TZ500 MTB con T/pl 31.8 tpl 48T,4.52467E+12,black/silv,31.8mm tpc,Shimano Tourney / TY,FPTRAH,Each,14.99,6.85,NOR,20,"FD-TZ510 6-speed MTB front derailleur, down swing, top pull, 31.8mm, 66-69, 48T",fdtz500dstm6,Y,1,SHM,N,,5.62,CN,1,5.62,1,0,1,0,1,0,1,0
FDTZ510DSTS6,FR MECH TZ500 MTB con T/pl 28.6 tpl 48T,4.52467E+12,black/silv,28.6mm tpc,Shimano Tourney / TY,FPTRAH,Each,14.99,6.85,NOR,20,"FD-TZ510 6-speed MTB front derailleur, down swing, top pull, 28.6mm, 66-69, 48T",fdtz500dstm6,Y,1,SHM,N,,5.62,CN,1,5.62,1,0,1,0,1,0,1,0
FDU4000D4,FR MECH U4000-D CUES dbl 9/10s dir S/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,27.99,15.15,NOR,20,"FD-U4000-D CUES double front derailleur 9/10-speed, direct mount, side swing",fdu4000d4,Y,1,SHM,N,,15.15,ID,1,15.15,1,0,1,0,1,0,1,0
FDU4000E4,FR MECH U4000-E CUES dbl 9/10s E-ty S/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,27.99,15.15,NOR,20,"FD-U4000-E CUES double front derailleur 9/10-speed, E-Type mount, side swing",fdu4000e4,Y,1,SHM,N,,15.15,ID,1,15.15,1,0,1,0,1,0,1,0
FDU4000LX4,FR MECH U4000-L CUES dbl 9/10s lo/c T/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,22.99,12.45,NOR,20,"FD-U4000-L CUES double front derailleur 9/10-speed, low clamp, top swing",fdu4000lx4,Y,1,SHM,N,,12.45,ID,1,12.45,1,0,1,0,1,0,1,0
FDU4000MX4,FR MECH U4000-M CUES dbl 9/10s md/c S/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,27.99,15.15,NOR,20,"FD-U4000-M CUES double front derailleur 9/10-speed, mid clamp, side swing",fdu4000mx4,Y,1,SHM,N,,15.15,ID,1,15.15,1,0,1,0,1,0,1,0
FDU4010LX3,FR MECH U4010-L CUES dbl 9s lo/c T/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,22.99,12.45,NOR,20,"FD-U4010-L CUES double front derailleur 9-speed, low clamp, top swing",fdu4010lx3,Y,1,SHM,N,,12.45,ID,1,12.45,1,0,1,0,1,0,1,0
FDU6000D4,FR MECH U6000-D CUES dbl 10/11s dir S/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,29.99,16.25,NOR,20,"FD-U6000-D CUES double front derailleur 10/11-speed, direct mount, side swing",fdu6000d4,Y,1,SHM,N,,16.25,ID,1,16.25,1,0,1,0,1,0,1,0
FDU6000E4,FR MECH U6000-E CUES dbl 10/11s E-ty S/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,29.99,16.25,NOR,20,"FD-U6000-E CUES double front derailleur 10/11-speed, E-Type mount, side swing",fdu6000e4,Y,1,SHM,N,,16.25,ID,1,16.25,1,0,1,0,1,0,1,0
FDU6000MX4,FR MECH U6000-M CUES dbl 10/11s md/c S/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,29.99,16.25,NOR,20,"FD-U6000-M CUES double front derailleur 10/11-speed, mid clamp, side swing",fdu6000mx4,Y,1,SHM,N,,16.25,ID,1,16.25,1,0,1,0,1,0,1,0
FDU6010LX3,FR MECH U6010-L CUES dbl 10/11s lo/c T/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,29.99,16.25,NOR,20,"FD-U6010-L CUES double front derailleur 10/11-speed, low clamp, top swing",fdu6010lx3,Y,1,SHM,N,,16.25,ID,1,16.25,1,0,1,0,1,0,1,0
FDU8010LX3,FR MECH U8010-L CUES dbl 10/11s lo/c T/S,4.55017E+12,silver/blk,double,Shimano CUES,FPGRAI,Each,39.99,22.65,NOR,20,"FD-U8010-L CUES double front derailleur 10/11-speed, low clamp, top swing",fdu8010lx3,Y,1,SHM,N,,22.65,ID,1,22.65,1,0,1,0,1,0,1,0
FHM475AZL,RR HUB M475 9 Speed Disc36h BK,4.52467E+12,black,36 h 6bt,Shimano Deore,FPWHAA,Each,32.99,17.86,NOR,20,"FH-M475 Freehub, 36 hole black",fhm475l,Y,1,SHM,Y,,17.86,MY,1,17.86,1,0,1,0,1,0,1,0
FHM475AZS,RR HUB M475 9 Speed Disc36h SR,4.52467E+12,silver,36 h 6bt,Shimano Deore,FPWHAA,Each,32.99,11.99,NOR,20,"FH-M475 Freehub, 36 hole silver",fhm475s2,Y,1,SHM,N,,11.99,MY,1,11.99,1,0,1,0,1,0,1,0
FHM525AZL,RR HUB M525 9 Speed Disc36h BK,4.52467E+12,black,36 h 6bt,Shimano Deore,FPGRAG,Each,36.99,20.05,NOR,20,"FH-M525 Deore disc 6-bolt Freehub, 36 hole black",fhm525azl,Y,1,SHM,Y,,20.05,MY,1,20.05,1,0,1,0,1,0,1,0
FHM525AZS,RR HUB M525 9 Speed Disc36h SR,4.52467E+12,silver,36 h 6bt,Shimano Deore,FPGRAG,Each,36.99,20.05,NOR,20,"FH-M525 Deore disc 6-bolt Freehub, 36 hole silver",fhm525azs,Y,1,SHM,Y,,20.05,MY,1,20.05,1,0,1,0,1,0,1,0
FHM525BZL,RR HUB M525 9 Speed Disc32h BK,4.52467E+12,black,32 h 6bt,Shimano Deore,FPGRAG,Each,36.99,20.05,NOR,20,"FH-M525 Deore disc 6-bolt Freehub, 32 hole black",fhm525azl,Y,1,SHM,Y,,20.05,MY,1,20.05,1,0,1,0,1,0,1,0
FHM525BZS0,RR HUB M525 9 Speed Disc32h SR,4.52467E+12,silver,32 h 6bt,Shimano Deore,FPGRAG,Each,36.99,20.05,NOR,20,"FH-M525 Deore disc 6-bolt Freehub, 32 hole silver",fhm525azs,Y,1,SHM,Y,,20.05,MY,1,20.05,1,0,1,0,1,0,1,0
FHM6000AZL,RR HUB Deore M6000 C/L Q/R 36h BK,4.52467E+12,black,36 hole CL,Shimano Deore,FPGRAG,Each,44.99,24.38,NOR,20,"FH-M6000 Deore rear hub for Centre-Lock disc, 36 hole, black",fhm6000azl,Y,1,SHM,Y,,24.38,MY,1,24.38,1,0,1,0,1,0,1,0
FHM6000BZL,RR HUB Deore M6000 C/L Q/R 32h BK,4.52467E+12,black,32 hole CL,Shimano Deore,FPGRAG,Each,44.99,24.38,NOR,20,"FH-M6000 Deore rear hub for Centre-Lock disc, 32 hole, black",fhm6000azl,Y,1,SHM,Y,,24.38,MY,1,24.38,1,0,1,0,1,0,1,0
FHM7110B,RR HUB M7110 SLX C/L 12s 32H 12/142mm,4.55017E+12,black,32 hole CL,Shimano SLX,FPGRAS,Each,89.99,51,NOR,20,"FH-M7110 SLX 12-speed freehub, Centre Lock disc mount, 32H, 12x142mm axle",fhm7110b2,Y,1,SHM,N,,51,MY,1,51,1,0,1,0,1,0,1,0
FHM7110BB,RR HUB M7110 SLX C/L 12s 32H 12/148mm,4.55017E+12,black,32 hole CL,Shimano SLX,FPGRAS,Each,89.99,51,NOR,20,"FH-M7110 SLX 12-speed freehub, Centre Lock disc mount, 32H, 12x148mm axle",fhm7110b,Y,1,SHM,N,,51,MY,1,51,1,0,1,0,1,0,1,0
FHM7110BC,RR HUB M7110 SLX C/L 12s 28H 12/148mm,4.55017E+12,black,28 hole CL,Shimano SLX,FPGRAS,Each,89.99,51,NOR,20,"FH-M7110 SLX 12-speed freehub, Centre Lock disc mount, 28H, 12x148mm axle",fhm7110b,Y,1,SHM,N,,51,MY,1,51,1,0,1,0,1,0,1,0
FHM7110C,RR HUB M7110 SLX C/L 12s 28H 12/142mm,4.55017E+12,black,28 hole CL,Shimano SLX,FPGRAS,Each,89.99,51,NOR,20,"FH-M7110 SLX 12-speed freehub, Centre Lock disc mount, 28H, 12x142mm axle",fhm7110,Y,1,SHM,Y,,51,MY,1,51,1,0,1,0,1,0,1,0
FHM7130BB,RR HUB M7130 SLX C/L 12s 32H 12/157mm,4.55017E+12,black,32 hole CL,Shimano SLX,FPGRAS,Each,99.99,56.7,NOR,20,"FH-M7130 SLX 12-speed freehub, Centre Lock disc mount, 32H, 12x157mm axle",fhm7130b,Y,1,SHM,Y,,56.7,MY,1,56.7,1,0,1,0,1,0,1,0
FHM7130BC,RR HUB M7130 SLX C/L 12s 28H 12/157mm,4.55017E+12,black,28 hole CL,Shimano SLX,FPGRAS,Each,99.99,56.7,NOR,20,"FH-M7130 SLX 12-speed freehub, Centre Lock disc mount, 28H, 12x157mm axle",fhm7130b,Y,1,SHM,Y,,56.7,MY,1,56.7,1,0,1,0,1,0,1,0
FHM756AZL,RR HUB M756 9 Speed Disc36h BK,4.52467E+12,black,36 h 6bt,Shimano Deore XT,FPGRAJ,Each,54.99,32.1,NOR,20,"FH-M756 XT disc 6-bolt Freehub, 36 hole black",fhm756l,Y,1,SHM,N,,32.1,MY,1,32.1,1,0,1,0,1,0,1,0
FHM756BZL,RR HUB M756 9 Speed Disc32h BK,4.52467E+12,black,32 h 6bt,Shimano Deore XT,FPGRAJ,Each,54.99,32.1,NOR,20,"FH-M756 XT disc 6-bolt Freehub, 32 hole black",fhm756l,Y,1,SHM,N,,32.1,MY,1,32.1,1,0,1,0,1,0,1,0
FHM8000BZ,RR HUB XT M8000 Q/R 135mm 32h BK,4.52467E+12,black,32 hole CL,Shimano Deore XT,FPGRAJ,Each,64.99,37.9,NOR,20,"FH-M8000 Deore XT freehub for Centre-Lock disc, 32 hole 135 mm Q/R, black",fhm8000bz,Y,1,SHM,N,,37.9,MY,1,37.9,1,0,1,0,1,0,1,0
FHM8010BE,RR HUB XT M8010 12/148mm C/L 32h,4.52467E+12,black,32 hole CL,Shimano Deore XT,FPGRAJ,Each,79.99,46.65,NOR,20,"FH-M8010 Deore XT Freehub, Centre-Lock mount, 12 x 148 mm thru-axle, 32 hole",fhm8010be,Y,1,SHM,N,,46.65,MY,1,46.65,1,0,1,0,1,0,1,0
FHM8010E,RR HUB XT M8010 12x142mm 32h BK,4.52467E+12,black,32 hole CL,Shimano Deore XT,FPGRAJ,Each,79.99,46.65,NOR,20,"FH-M8010 Deore XT freehub for Centre-Lock disc, 32 hole 142x12 mm Q/R, black",fhm8010e,Y,1,SHM,N,,46.65,MY,1,46.65,1,0,1,0,1,0,1,0
FHM8110B,RR HUB M8110 XT C/L 12s 32H 12/142mm,4.55017E+12,black,32 hole CL,Shimano Deore XT,FPGRAJ,Each,109.99,62.35,NOR,20,"FH-M8110 XT 12-speed freehub, Centre Lock disc mount, 32H, 12x142mm axle",fhm8110,Y,1,SHM,N,,62.35,MY,1,62.35,1,0,1,0,1,0,1,0
FHM8110BB,RR HUB M8110 XT C/L 12s 32H 12/148mm,4.55017E+12,black,32 hole CL,Shimano Deore XT,FPGRAJ,Each,109.99,62.35,NOR,20,"FH-M8110 XT 12-speed freehub, Centre Lock disc mount, 32H, 12x148mm axle",fhm8110,N,1,SHM,N,FHM8210BB,62.35,MY,1,62.35,1,0,1,0,1,0,1,0
FHM8110BC,RR HUB M8110 XT C/L 12s 28H 12/148mm,4.55017E+12,black,28 hole CL,Shimano Deore XT,FPGRAJ,Each,109.99,62.35,NOR,20,"FH-M8110 XT 12-speed freehub, Centre Lock disc mount, 28H, 12x148mm axle",fhm8110,Y,1,SHM,N,FHM8210BC,62.35,MY,1,62.35,1,0,1,0,1,0,1,0
FHM8110BSC,RR HUB M8110 XT C/L 12s 28H S/P 12/148mm,4.55017E+12,black,28 hole CL,Shimano Deore XT,FPGRAJ,Each,124.99,70.8,NOR,20,"FH-M8110 XT 12-speed freehub, Centre Lock, 28H straight pull, 12x148mm axle",fhm8110,Y,1,SHM,N,,70.8,MY,1,70.8,1,0,1,0,1,0,1,0
FHM8110C,RR HUB M8110 XT C/L 12s 28H 12/142mm,4.55017E+12,black,28 hole CL,Shimano Deore XT,FPGRAJ,Each,109.99,62.35,NOR,20,"FH-M8110 XT 12-speed freehub, Centre Lock disc mount, 28H, 12x142mm axle",fhm8110,Y,1,SHM,N,,62.35,MY,1,62.35,1,0,1,0,1,0,1,0
FHM8130BB,RR HUB M8130 XT C/L 12s 32H 12/157mm,4.55017E+12,black,32 hole CL,Shimano Deore XT,FPGRAJ,Each,114.99,65.2,NOR,20,"FH-M8130 XT 12-speed freehub, Centre Lock disc mount, 32H, 12x157mm axle",fhm8110,Y,1,SHM,N,,65.2,MY,1,65.2,1,0,1,0,1,0,1,0
FHM9111B,RR HUB XTR M9111 12s 12/142mm C/L 32h,4.55017E+12,grey/black,32 hole CL,Shimano XTR,FPGRAY,Each,259.99,89.99,NOR,20,"FH-M9111 XTR 12-speed freehub, Center Lock, 142 x 12 mm axle, 32 hole",fhm9111b,Y,1,SHM,N,,89.99,MY,1,89.99,1,0,1,0,1,0,1,0
FHM9111BC,RR HUB XTR M9111 12s 12/148mm C/L 28h,4.55017E+12,grey/black,28 hole CL,Shimano XTR,FPGRAY,Each,259.99,89.99,NOR,20,"FH-M9111 XTR 12-speed freehub, Center Lock, 148 x 12 mm axle, 28 hole",fhm9111b,Y,1,SHM,N,,89.99,MY,1,89.99,1,0,1,0,1,0,1,0
FHM9111BSC,RR HUB XTR M9111 12s 12/148mm C/L S/P28h,4.55017E+12,grey/black,28 hole CL,Shimano XTR,FPGRAY,Each,269.99,89.99,NOR,20,"FH-M9111 XTR 12-speed freehub, Center Lock, 148x12mm, straight pull, 28 hole",fhm9111bs,Y,1,SHM,N,,89.99,MY,1,89.99,1,0,1,0,1,0,1,0
FHMT200BB41B,RR HUB MT200B C/L 8-11s 32H Q/R 141mm BK,4.52467E+12,black,32 hole CL,Shimano Non-Series MTB,FPWHAA,Each,24.99,13.53,NOR,20,"FH-MT200-B Freehub for Centre Lock disc mount, 32H, Q/R 141 mm, black",fhmt200bb41b,Y,1,SHM,N,,13.53,CN,1,13.53,1,0,1,0,1,0,1,0
FHMT500AZL,RR HUB MT500 C/L 12s 36H Q/R 135mm BK,4.55017E+12,black,36 hole CL,Shimano Non-Series MTB,FPWHAA,Each,54.99,29.8,NOR,20,"FH-MT500 12-speed freehub, Centre Lock disc mount, 36H, Q/R 135mm axle, black",fhmt500bzl,Y,1,SHM,Y,,29.8,MY,1,29.8,1,0,1,0,1,0,1,0
FHMT500BZL,RR HUB MT500 C/L 12s 32H Q/R 135mm BK,4.55017E+12,black,32 hole CL,Shimano Non-Series MTB,FPWHAA,Each,54.99,29.8,NOR,20,"FH-MT500 12-speed freehub, Centre Lock disc mount, 32H, Q/R 135mm axle, black",fhmt500bzl,Y,1,SHM,Y,,29.8,MY,1,29.8,1,0,1,0,1,0,1,0
FHQC300BZL,RR HUB FHQC300 C/L 8-11s 32H Q/R135mm BK,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,19.99,10.83,NOR,20,"FH-QC300 Freehub, 8/9/10/11-speed, Center Lock mount, 32h, Q/R 135 mm, black",fhqc300bzl,Y,1,SHM,N,,10.83,CN,1,10.83,1,0,1,0,1,0,1,0
FHQC400HMAZ,RR HUB FHQC400HM CL 8-11sp 135mm Q/R 36H,4.55017E+12,black,36 hole CL,Shimano CUES,FPGRAI,Each,29.99,16.25,NOR,20,"FH-QC400-HM freehub for Center Lock mount, 8-11-speed, for 135 mm Q/R, 36H",fhqc400hmbz,Y,1,SHM,N,,16.25,CN,1,16.25,1,0,1,0,1,0,1,0
FHQC400HMBZ,RR HUB FHQC400HM CL 8-11sp 135mm Q/R 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,29.99,16.25,NOR,20,"FH-QC400-HM freehub for Center Lock mount, 8-11-speed, for 135 mm Q/R, 32H",fhqc400hmbz,Y,1,SHM,N,,16.25,CN,1,16.25,1,0,1,0,1,0,1,0
FHQC500MSBB41,RR HUB FHQC500MSB CL 12sp 141mm Q/R 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,47.99,26,NOR,20,"FH-QC500-MS-B freehub for Center Lock mount, 12-speed, for 141 mm Q/R, 32H",fhqc500msbb41,Y,1,SHM,N,,26,MY,1,26,1,0,1,0,1,0,1,0
FHQC500MSBZ,RR HUB FHQC500MS CL 12sp 135mm Q/R 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,47.99,26,NOR,20,"FH-QC500-MS freehub for Center Lock mount, 12-speed, for 135 mm Q/R, 32H",fhqc500msbz,Y,1,SHM,N,,26,MY,1,26,1,0,1,0,1,0,1,0
FHR7000AYL,RR HUB 105 R7000 Q/R 130mm 36h BK,4.52467E+12,black,36 hole,Shimano 105,FPGRAA,Each,64.99,36.85,NOR,20,"FH-R7000 105 11-speed Freehub hub, 130 mm Q/R, 36 hole, black",fhr7000l,Y,1,SHM,Y,,36.85,MY,1,36.85,1,0,1,0,1,0,1,0
FHR7000BYL,RR HUB 105 R7000 Q/R 130mm 32h BK,4.52467E+12,black,32 hole,Shimano 105,FPGRAA,Each,64.99,36.85,NOR,20,"FH-R7000 105 11-speed Freehub hub, 130 mm Q/R, 32 hole, black",fhr7000l,Y,1,SHM,N,,36.85,MY,1,36.85,1,0,1,0,1,0,1,0
FHR7070AL,RR HUB 105 R7070 12x142mm C/L 36h BK,4.52467E+12,black,36 hole CL,Shimano 105,FPGRAA,Each,74.99,42.5,NOR,20,"FH-R7070 105 11-speed Freehub hub, Centre-Lock disc 142 x 12 mm, 36 hole, black",fhr7070bl,Y,1,SHM,Y,,42.5,MY,1,42.5,1,0,1,0,1,0,1,0
FHR7070BL,RR HUB 105 R7070 12x142mm C/L 32h BK,4.52467E+12,black,32 hole CL,Shimano 105,FPGRAA,Each,74.99,42.5,NOR,20,"FH-R7070 105 11-speed Freehub hub, Centre-Lock disc 142 x 12 mm, 32 hole, black",fhr7070bl,Y,1,SHM,N,,42.5,MY,1,42.5,1,0,1,0,1,0,1,0
FHRS300AYL,RR HUB Sora RS300 36h BK,4.52467E+12,black,36 hole,Shimano Sora,FPGRAT,Each,29.99,15,NOR,20,"FH-RS300 Sora Freehub 130 mm Q/R, 8/9/10-speed, 36 hole, black",fhrs300byl,Y,1,SHM,N,,15,MY,1,15,1,0,1,0,1,0,1,0
FHRS300BYL,RR HUB Sora RS300 32h BK,4.52467E+12,black,32 hole,Shimano Sora,FPGRAT,Each,29.99,15,NOR,20,"FH-RS300 Sora Freehub 130 mm Q/R, 8/9/10-speed, 32 hole, black",fhrs300byl,Y,1,SHM,N,,15,MY,1,15,1,0,1,0,1,0,1,0
FHRS400AY,RR HUB Tiagra RS400 36h GY,4.52467E+12,grey,36 hole,Shimano Tiagra,FPGRAV,Each,34.99,18.95,NOR,20,"FH-RS400 Tiagra 11-/10-speed freehub, 36 hole, grey",fhrs400ay,Y,1,SHM,N,,18.95,MY,1,18.95,1,0,1,0,1,0,1,0
FHRS400BY,RR HUB Tiagra RS400 32h GY,4.52467E+12,grey,32 hole,Shimano Tiagra,FPGRAV,Each,34.99,18.95,NOR,20,"FH-RS400 Tiagra 11-/10-speed freehub, 32 hole, grey",fhrs400ay,Y,1,SHM,N,,18.95,MY,1,18.95,1,0,1,0,1,0,1,0
FHRS470BL,RR HUB RS470 C/L 10/11s 32H 12/142mm GY,4.55017E+12,grey,32 hole CL,Shimano Tiagra,FPGRAV,Each,47.99,26,NOR,20,"FH-RS470 10/11-speed freehub, Centre Lock disc mount, 32H, 12x142mm axle, grey",fhrs470cl,N,1,SHM,N,,26,MY,1,26,1,0,1,0,1,0,1,0
FHRS470CL,RR HUB RS470 C/L 10/11s 28H 12/142mm GY,4.55017E+12,grey,28 hole CL,Shimano Tiagra,FPGRAV,Each,47.99,26,NOR,20,"FH-RS470 10/11-speed freehub, Centre Lock disc mount, 28H, 12x142mm axle, grey",fhrs470cl,N,1,SHM,N,,26,MY,1,26,1,0,1,0,1,0,1,0
FHRS770A,RR HUB FHRS770 142x12mm C/L 36h BK/SR,4.52467E+12,black/silv,36 hole CL,Shimano Ultegra,FPGRAW,Each,159.99,54.99,NOR,20,"FH-RS770 Freehub for Centre-Lock disc mount, 36h, 142 x 12 mm, black / silver",fhrs770c,Y,1,SHM,N,,54.99,MY,1,54.99,1,0,1,0,1,0,1,0
FHTC500HMB,RR HUB FHTC500HM CL 8-11sp 142x12mm 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,44.99,24.38,NOR,20,"FH-TC500-HM freehub for Center Lock mount, 8-11-speed, for 142 x 12 mm, 32H",fhtc500hmb,Y,1,SHM,N,,24.38,MY,1,24.38,1,0,1,0,1,0,1,0
FHTC500HMBB,RR HUB FHTC500HMB CL 8-11sp 148x12mm 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,44.99,24.38,NOR,20,"FH-TC500-HM-B freehub for Center Lock mount, 8-11-speed, for 148 x 12 mm, 32H",fhtc500hmbb,Y,1,SHM,N,,24.38,MY,1,24.38,1,0,1,0,1,0,1,0
FHTC500MSB,RR HUB FHTC500MS CL 12sp 142x12mm 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,44.99,24.38,NOR,20,"FH-TC500-MS freehub for Center Lock mount, 12-speed, for 142 x 12 mm, 32H",fhtc500msb,Y,1,SHM,N,,24.38,MY,1,24.38,1,0,1,0,1,0,1,0
FHTC500MSBB,RR HUB FHTC500MSB CL 12sp 148x12mm 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,44.99,24.38,NOR,20,"FH-TC500-MS-B freehub for Center Lock mount, 12-speed, for 148 x 12 mm, 32H",fhtc500msbb,N,1,SHM,N,,24.38,MY,1,24.38,1,0,1,0,1,0,1,0
FHTC600HMBB,RR HUB FHTC600HMB CL 8-11sp 148x12mm 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,54.99,29.8,NOR,20,"FH-TC600-HM-B freehub for Center Lock mount, 8-11-speed, for 148 x 12 mm, 32H",fhtc600hmbb,Y,1,SHM,N,,29.8,MY,1,29.8,1,0,1,0,1,0,1,0
FHTC600MSBB,RR HUB FHTC600MSB CL 12sp 148x12mm 32H,4.55017E+12,black,32 hole CL,Shimano CUES,FPGRAI,Each,54.99,29.8,NOR,20,"FH-TC600-MS-B freehub for Center Lock mount, 12-speed, for 148 x 12 mm, 32H",fhtc600msbb,N,1,SHM,N,,29.8,MY,1,29.8,1,0,1,0,1,0,1,0
FHUR600AZ,RR HUB UR600 10/11 Sp CL/Disc 36h 135Q/R,4.55017E+12,grey,36 hole CL,Shimano Non-Series MTB,FPWHAA,Each,39.99,21.65,NOR,20,"FH-UR600 Freehub 10/11-speed, 36h, 135 mm Q/R, for Center Lock disc mount",fhur600az,Y,1,SHM,Y,,21.65,MY,1,21.65,1,0,1,0,1,0,1,0
FHUR600BZ,RR HUB UR600 10/11 Sp CL/Disc 32h 135Q/R,4.55017E+12,grey,32 hole CL,Shimano Non-Series MTB,FPWHAA,Each,39.99,21.65,NOR,20,"FH-UR600 Freehub 10/11-speed, 32h, 135 mm Q/R, for Center Lock disc mount",fhur600az,Y,1,SHM,Y,,21.65,MY,1,21.65,1,0,1,0,1,0,1,0
